CustomerId,Recency,Frequency,Monetary
CustomerId_2154,-89,127,489358
CustomerId_2155,-15,5,31000
CustomerId_2156,-31,8,4140
CustomerId_2157,-49,1,1000
CustomerId_2158,-5,3,225000
CustomerId_2159,-54,3,4000
CustomerId_2165,-35,3,6250
CustomerId_2166,-49,1,50000
CustomerId_2167,-64,10,62000
CustomerId_2169,-90,4,127000
CustomerId_2170,-75,2,4000
CustomerId_2171,-89,17,123000
CustomerId_2172,-88,9,11160
CustomerId_2173,-85,7,51000
CustomerId_2175,-71,6,32000
CustomerId_2176,-61,3,12220
CustomerId_2178,-74,25,383867
CustomerId_2179,-6,2,1000
CustomerId_2181,-14,1,1000
CustomerId_2183,-15,7,31000
CustomerId_2184,-32,6,26062
CustomerId_2186,-89,94,222118
CustomerId_2187,-86,37,46510
CustomerId_2188,-12,8,6075
CustomerId_2190,-54,1,1000
CustomerId_2191,-26,3,42000
CustomerId_2192,-78,4,22000
CustomerId_2198,-24,1,100000
CustomerId_2204,-82,7,218474
CustomerId_2205,-72,8,119050
CustomerId_2206,-36,6,41000
CustomerId_2207,-9,1,5000
CustomerId_2211,-36,9,101000
CustomerId_2212,-86,22,126600
CustomerId_2213,-89,47,313039
CustomerId_2214,-89,147,2079182
CustomerId_2215,-49,2,120000
CustomerId_2216,-88,236,2243420
CustomerId_2217,-90,13,100000
CustomerId_2218,-86,1,2000
CustomerId_2219,-15,5,22250
CustomerId_2221,-88,68,681730
CustomerId_2223,-57,5,40000
CustomerId_2224,-1,9,51600
CustomerId_2226,-76,1,10000
CustomerId_2227,-56,1,1000
CustomerId_2230,-90,32,260000
CustomerId_2231,-85,5,32000
CustomerId_2232,-43,6,41000
CustomerId_2233,-88,148,262110
CustomerId_2239,-43,5,31000
CustomerId_2243,-43,7,51000
CustomerId_2244,-86,1,1000
CustomerId_2245,-3,1,14000
CustomerId_2246,-24,21,20820
CustomerId_2247,-10,20,14358
CustomerId_2250,-79,8,62000
CustomerId_2253,-36,17,36000
CustomerId_2254,-5,1,2000
CustomerId_2256,-33,2,2000
CustomerId_2258,-36,6,41000
CustomerId_2260,-90,22,180000
CustomerId_2261,-71,2,4000
CustomerId_2262,-50,11,91000
CustomerId_2263,-82,6,9485
CustomerId_2265,-17,9,30000
CustomerId_2266,-88,77,23780395
CustomerId_2267,-47,16,143041
CustomerId_2268,-56,2,525
CustomerId_2269,-36,6,41000
CustomerId_2272,-15,8,35000
CustomerId_2273,-82,17,179238
CustomerId_2275,-18,1,1000
CustomerId_2276,-86,73,50330
CustomerId_2277,-78,5,32000
CustomerId_2279,-57,7,62000
CustomerId_2280,-29,1,1000
CustomerId_2281,-89,7,4050
CustomerId_2282,-80,7,14800
CustomerId_2283,-60,1,1000
CustomerId_2284,-82,25,15935
CustomerId_2286,-10,1,500
CustomerId_2287,-36,11,118725
CustomerId_2288,-90,70,507580
CustomerId_2289,-90,21,102000
CustomerId_2290,-1,5,30400
CustomerId_2291,-15,4,2520
CustomerId_2292,-45,3,3058000
CustomerId_2294,-23,15,26480
CustomerId_2295,-64,4,6100
CustomerId_2296,-89,4,2000
CustomerId_2297,-85,19,24000
CustomerId_2298,-9,21,138408
CustomerId_2299,-60,7,33000
CustomerId_2300,-37,2,1025
CustomerId_2301,-64,236,790993
CustomerId_2302,-85,6,42000
CustomerId_2303,-89,11,13126000
CustomerId_2305,-78,3,16000
CustomerId_2306,-88,61,206380
CustomerId_2307,-84,4,2000
CustomerId_2308,-88,144,168525
CustomerId_2309,-60,1,10000
CustomerId_2310,-71,9,62000
CustomerId_2311,-40,13,8640
CustomerId_2313,-85,7,52000
CustomerId_2315,-85,25,152000
CustomerId_2317,-1,1,1000
CustomerId_2321,-68,26,46667
CustomerId_2322,-86,5,22400
CustomerId_2323,-74,14,34997
CustomerId_2324,-27,162,576402
CustomerId_2325,-74,11,730000
CustomerId_2326,-75,9,20075
CustomerId_2327,-43,4,21000
CustomerId_2328,-85,5,32000
CustomerId_2329,-85,31,354683
CustomerId_2330,-71,5,32000
CustomerId_2332,-54,15,54604
CustomerId_2333,-53,1,1000
CustomerId_2334,-43,4,21000
CustomerId_2335,-29,1,5000
CustomerId_2336,-36,4,21000
CustomerId_2338,-85,7,52000
CustomerId_2340,-64,6,4510
CustomerId_2341,-25,5,17500
CustomerId_2342,-64,1,500
CustomerId_2343,-89,64,134262
CustomerId_2344,-30,3,86000
CustomerId_2345,-43,6,41000
CustomerId_2346,-16,2,11750
CustomerId_2347,-67,1,20000
CustomerId_2348,-72,37,102080
CustomerId_2349,-57,484,1153456
CustomerId_2352,-85,6,32000
CustomerId_2353,-81,55,6299972
CustomerId_2356,-49,1,5000
CustomerId_2357,-1,1,2000
CustomerId_2359,-85,3,110000
CustomerId_2360,-35,25,48740
CustomerId_2361,-61,1,1000
CustomerId_2362,-38,4,3050
CustomerId_2363,-85,27,232800
CustomerId_2365,-64,1,500
CustomerId_2366,-21,6,1100000
CustomerId_2368,-85,9,62000
CustomerId_2369,-53,5,5700
CustomerId_2371,-22,8,61000
CustomerId_2372,-72,1,5000
CustomerId_2373,-71,11,165800
CustomerId_2374,-89,6,3550
CustomerId_2375,-76,3,22000
CustomerId_2376,-3,1,500
CustomerId_2381,-25,11,8610
CustomerId_2384,-88,8,31750
CustomerId_2386,-45,3,2122
CustomerId_2388,-6,2,105000
CustomerId_2389,-37,1,1000
CustomerId_2391,-85,5,32000
CustomerId_2393,-57,21,222000
CustomerId_2396,-48,2,3250
CustomerId_2397,-18,1,500
CustomerId_2398,-16,1,50000
CustomerId_2400,-43,8,78750
CustomerId_2401,-84,14,110300
CustomerId_2402,-57,19,20380
CustomerId_2403,-90,21,153000
CustomerId_2404,-16,5,8020
CustomerId_2405,-83,1,2000
CustomerId_2406,-81,22,21375
CustomerId_2407,-23,6,5070
CustomerId_2408,-43,7,71000
CustomerId_2409,-48,1,1000
CustomerId_2414,-85,34,330410
CustomerId_2415,-64,1,5000
CustomerId_2416,-45,57,133426
CustomerId_2417,-87,124,1346445
CustomerId_2419,-57,14,142000
CustomerId_2420,-4,18,7100
CustomerId_2422,-84,13,8401
CustomerId_2423,-77,3,35010
CustomerId_2424,-82,39,53880
CustomerId_2425,-85,35,251200
CustomerId_2426,-26,6,4425
CustomerId_2427,-88,67,588600
CustomerId_2428,-86,2,1000
CustomerId_2431,-78,5,32000
CustomerId_2432,-41,2,53000
CustomerId_2433,-85,30,312000
CustomerId_2434,-89,6,20100
CustomerId_2435,-89,12,92000
CustomerId_2436,-33,1,2500
CustomerId_2437,-36,18,123400
CustomerId_2438,-43,9,71000
CustomerId_2440,-85,9,55050
CustomerId_2441,-90,31,30265
CustomerId_2443,-28,4,3050
CustomerId_2444,-54,1,1000
CustomerId_2445,-65,55,17746182
CustomerId_2446,-15,62,214327
CustomerId_2447,-4,9,13400
CustomerId_2451,-7,1,1000
CustomerId_2454,-54,15,12910
CustomerId_2455,-27,2,51000
CustomerId_2456,-61,1,12000
CustomerId_2457,-85,22,55983
CustomerId_2458,-19,1,500
CustomerId_2459,-66,399,863349
CustomerId_2461,-38,7,5550
CustomerId_2462,-85,5,32000
CustomerId_2463,-6,7,7300
CustomerId_2465,-37,1,1000
CustomerId_2468,-19,2,1800
CustomerId_2469,-85,28,182000
CustomerId_2470,-53,2,20500
CustomerId_2471,-89,2,1500
CustomerId_2474,-85,11,62000
CustomerId_2477,-49,310,676978
CustomerId_2480,-74,1,10000
CustomerId_2481,-85,6,32000
CustomerId_2482,-54,10,8235
CustomerId_2485,-72,1,5000
CustomerId_2488,-89,2,80000
CustomerId_2489,-86,1,10000
CustomerId_2490,-59,1,5000
CustomerId_2491,-86,85,442462
CustomerId_2492,-43,6,41000
CustomerId_2493,-84,1,1000
CustomerId_2494,-66,3,6100
CustomerId_2495,-43,6,5050
CustomerId_2496,-54,2,30000
CustomerId_2497,-29,2,280500
CustomerId_2498,-84,6,19150
CustomerId_2501,-78,8,156250
CustomerId_2503,-44,1,1500
CustomerId_2504,-71,6,32000
CustomerId_2505,-63,4,8000
CustomerId_2506,-78,9,62000
CustomerId_2508,-78,14,92000
CustomerId_2512,-3,1,1000
CustomerId_2513,-43,6,41000
CustomerId_2514,-70,16,11050
CustomerId_2515,-77,12,15730
CustomerId_2519,-78,30,37285
CustomerId_2520,-76,14,27050
CustomerId_2522,-33,1,1000
CustomerId_2523,-7,5,5020
CustomerId_2525,-31,1,20000
CustomerId_2526,-64,1,1000
CustomerId_2527,-52,5,4020
CustomerId_2528,-71,610,1868148
CustomerId_2529,-71,63,199000
CustomerId_2530,-29,12,36000
CustomerId_2531,-87,133,218545
CustomerId_2532,-89,1,10000
CustomerId_2534,-16,1,1000
CustomerId_2535,-31,14,216100
CustomerId_2536,-58,1,500
CustomerId_2537,-78,15,113734
CustomerId_2538,-36,4,21000
CustomerId_2539,-85,8,52000
CustomerId_2541,-89,1,1000
CustomerId_2543,-36,4,21000
CustomerId_2544,-64,139,188035
CustomerId_2545,-80,9,8200
CustomerId_2546,-90,109,161860
CustomerId_2548,-43,34,51852
CustomerId_2549,-78,7,37000
CustomerId_2550,-71,12,72000
CustomerId_2552,-6,7,14136
CustomerId_2554,-35,5,108550
CustomerId_2555,-8,3,42500
CustomerId_2556,-3,1,50000
CustomerId_2557,-76,2,1500
CustomerId_2558,-24,1,500
CustomerId_2559,-54,1,1000
CustomerId_2560,-85,5,32000
CustomerId_2561,-88,1,40000
CustomerId_2562,-89,21,202950
CustomerId_2564,-85,35,246000
CustomerId_2565,-89,4,4050
CustomerId_2569,-32,10,7905
CustomerId_2570,-35,1,500
CustomerId_2571,-73,12,14310
CustomerId_2572,-85,2,20000
CustomerId_2574,-83,58,127942
CustomerId_2576,-35,1,5000
CustomerId_2577,-7,7,130000
CustomerId_2579,-64,1,1000
CustomerId_2580,-29,9,27721
CustomerId_2582,-29,6,60000
CustomerId_2584,-69,4,144632
CustomerId_2587,-90,2,31000
CustomerId_2588,-35,175,446167
CustomerId_2589,-22,17,133400
CustomerId_2591,-50,1,10000
CustomerId_2592,-85,6,60000
CustomerId_2594,-56,3,1055000
CustomerId_2595,-41,79,156856
CustomerId_2596,-22,4,2425
CustomerId_2597,-74,3,5200
CustomerId_2598,-4,17,23330
CustomerId_2599,-57,6,42000
CustomerId_2600,-58,1,1000
CustomerId_2601,-67,12,24170
CustomerId_2602,-13,13,8700
CustomerId_2603,-85,14,121400
CustomerId_2604,-70,73,280326
CustomerId_2605,-78,11,82000
CustomerId_2607,-89,153,151200
CustomerId_2609,-50,52,133170
CustomerId_2610,-85,3,2050
CustomerId_2612,-87,532,742014
CustomerId_2613,-42,1,500
CustomerId_2614,-57,7,52000
CustomerId_2615,-56,13,31570
CustomerId_2616,-87,5,4120
CustomerId_2617,-78,10,82000
CustomerId_2618,-36,6,41000
CustomerId_2619,-63,1,500
CustomerId_2621,-18,1,2000
CustomerId_2623,-44,15,53252
CustomerId_2625,-7,1,1000
CustomerId_2626,0,1,2000
CustomerId_2627,-85,5,32000
CustomerId_2628,-6,1,10000
CustomerId_2630,-32,5,171000
CustomerId_2631,-71,1,1000
CustomerId_2632,-61,30,33436
CustomerId_2633,-28,8,21380
CustomerId_2634,-60,4,19145
CustomerId_2635,-89,1,50
CustomerId_2636,-67,1,82000
CustomerId_2637,-36,7,61000
CustomerId_2638,-85,5,32000
CustomerId_2639,-73,6,8105
CustomerId_2641,-87,9,61790
CustomerId_2642,-66,21,12212
CustomerId_2643,-85,151,704857
CustomerId_2644,-89,10,4040
CustomerId_2645,-1,2,1575
CustomerId_2647,-63,57,51226
CustomerId_2648,-67,3,1510
CustomerId_2649,-89,359,1519638
CustomerId_2651,-76,44,70325
CustomerId_2652,-25,2,2000
CustomerId_2653,-55,6,52000
CustomerId_2654,-19,11,8190
CustomerId_2655,-84,1,1000
CustomerId_2656,-70,5,320525
CustomerId_2659,-79,61,116310
CustomerId_2662,-88,115,1435284
CustomerId_2663,-85,7,7025
CustomerId_2664,-89,9,62000
CustomerId_2665,-33,21,74200
CustomerId_2666,-54,1,2500
CustomerId_2667,-29,3,86000
CustomerId_2668,-4,4,4530
CustomerId_2669,-11,3,1010
CustomerId_2670,-89,9,62000
CustomerId_2671,-86,5,9339
CustomerId_2672,-89,26,198033
CustomerId_2674,-57,3,100500
CustomerId_2675,-88,51,21085
CustomerId_2676,-90,22,31300
CustomerId_2677,-78,10,62000
CustomerId_2678,-87,6,22000
CustomerId_2679,-78,10,72000
CustomerId_2681,-67,6,55000
CustomerId_2682,-50,12,52000
CustomerId_2683,-86,75,853614
CustomerId_2684,-47,1,1000
CustomerId_2685,-29,14,121400
CustomerId_2686,-84,4,3020
CustomerId_2687,-71,5,32000
CustomerId_2689,-85,23,167000
CustomerId_2690,-29,1,1000
CustomerId_2691,-88,5,12100
CustomerId_2693,-84,7,7080
CustomerId_2694,-54,1,1000
CustomerId_2696,-89,265,226962
CustomerId_2697,-90,53,51885
CustomerId_2698,-45,1,500
CustomerId_2700,-86,7,67790
CustomerId_2701,-90,21,112000
CustomerId_2703,-48,1,500000
CustomerId_2704,-85,24,152000
CustomerId_2705,-30,1,160000
CustomerId_2706,-84,155,181276
CustomerId_2707,-11,4,4620
CustomerId_2708,-69,4,2550
CustomerId_2709,-16,14,8275
CustomerId_2710,-89,174,797828
CustomerId_2712,-66,1,500
CustomerId_2713,-68,2,15000
CustomerId_2717,-61,1,1000
CustomerId_2719,-11,1,500
CustomerId_2720,-36,6,41000
CustomerId_2722,-45,4,57000
CustomerId_2723,-10,4,5110
CustomerId_2724,-52,1,20000
CustomerId_2727,-77,4,7838
CustomerId_2728,-90,586,1340378
CustomerId_2730,-18,1,10000
CustomerId_2731,-42,2,2000000
CustomerId_2732,-52,1,1000
CustomerId_2733,-78,9,62000
CustomerId_2734,-36,4,33200
CustomerId_2735,-88,17,12590
CustomerId_2736,-58,8,70970
CustomerId_2737,-90,14,102000
CustomerId_2738,-86,22,67460
CustomerId_2739,-89,61,417506
CustomerId_2740,-44,4,6100
CustomerId_2741,-39,1,1000
CustomerId_2742,-9,1,1000
CustomerId_2743,-67,83,197629
CustomerId_2745,-36,23,96490
CustomerId_2746,-84,16,52250
CustomerId_2747,-22,14,140209
CustomerId_2749,-87,19,57151
CustomerId_2750,-88,31,68919
CustomerId_2751,-51,2,29580
CustomerId_2753,-22,58,531001
CustomerId_2754,-8,1,500
CustomerId_2756,-78,13,92000
CustomerId_2757,-43,9,61000
CustomerId_2758,-85,8,70000
CustomerId_2759,-85,6,36000
CustomerId_2760,-43,6,41000
CustomerId_2761,-61,7,53000
CustomerId_2762,-30,12,15825
CustomerId_2764,-86,9,125200
CustomerId_2767,-9,1,500
CustomerId_2769,-34,3,10000
CustomerId_2771,-61,1,1000
CustomerId_2772,-85,67,78445
CustomerId_2773,-89,27,53855
CustomerId_2774,-74,229,722584
CustomerId_2775,-69,21,180050
CustomerId_2776,-38,15,271000
CustomerId_2777,-57,6,42000
CustomerId_2778,-78,5,32000
CustomerId_2782,-85,47,224790
CustomerId_2783,-35,10,17760
CustomerId_2785,-43,6,41000
CustomerId_2786,-50,6,9782
CustomerId_2787,-61,33,27800
CustomerId_2788,-50,1,20000
CustomerId_2790,-32,4,3020
CustomerId_2791,-59,1,2000
CustomerId_2793,-90,89,244892
CustomerId_2794,-71,5,32000
CustomerId_2796,-19,1,1000
CustomerId_2797,-72,24,281907
CustomerId_2798,-87,46,36916
CustomerId_2799,-7,2,1050
CustomerId_2800,-78,9,62000
CustomerId_2801,-43,5,31000
CustomerId_2802,-87,49,113135
CustomerId_2803,-65,9,8670
CustomerId_2804,-74,1,10000
CustomerId_2806,-23,4,2212
CustomerId_2807,-24,29,186086
CustomerId_2808,-88,12,13825
CustomerId_2809,-85,71,144781
CustomerId_2810,-34,5,330000
CustomerId_2811,-22,1,4000
CustomerId_2812,-75,2,25000
CustomerId_2815,-84,64,42065
CustomerId_2816,-88,225,257337
CustomerId_2817,-83,1,10000
CustomerId_2818,-83,94,202983
CustomerId_2820,-84,15,425341
CustomerId_2822,-73,15,177500
CustomerId_2824,-43,6,41000
CustomerId_2825,-76,4,11100
CustomerId_2826,-45,1,14000
CustomerId_2827,-80,1,10000
CustomerId_2828,-89,18,137400
CustomerId_2829,-30,7,40000
CustomerId_2831,-29,11,46000
CustomerId_2832,-29,2,85000
CustomerId_2833,-46,2,11822
CustomerId_2834,-23,1,1000
CustomerId_2835,-84,9,862750
CustomerId_2836,-85,19,107500
CustomerId_2838,-69,47,43380
CustomerId_2839,-72,4,5100
CustomerId_2840,-25,1,2000
CustomerId_2841,-70,1,500
CustomerId_2843,-88,12,22610
CustomerId_2844,-67,23,133770
CustomerId_2845,-85,133,1043761
CustomerId_2846,-88,146,273809
CustomerId_2847,-48,4,51500
CustomerId_2849,-85,12,251824
CustomerId_2850,-46,8,19442
CustomerId_2851,-29,1,800
CustomerId_2852,-89,121,753422
CustomerId_2853,-42,6,6300
CustomerId_2854,-85,23,22275
CustomerId_2855,-78,10,72000
CustomerId_2857,-90,46,37590
CustomerId_2858,-85,29,129800
CustomerId_2859,-82,147,450232
CustomerId_2860,-6,2,2000
CustomerId_2862,-73,16,91386
CustomerId_2864,-71,6,32000
CustomerId_2865,-49,1,1000
CustomerId_2866,-89,39,83620
CustomerId_2868,-39,2,1015
CustomerId_2869,-82,1,1000
CustomerId_2870,-86,2,5100
CustomerId_2871,-64,16,18630
CustomerId_2872,-36,6,41000
CustomerId_2874,-72,1,1000
CustomerId_2875,-58,1,10000
CustomerId_2876,-80,399,1733648
CustomerId_2877,-56,17,3901000
CustomerId_2878,-85,9,62000
CustomerId_2879,-89,28,20240
CustomerId_2880,-29,1,10000
CustomerId_2881,-84,4,7050
CustomerId_2883,-89,82,388931
CustomerId_2884,-82,9,4202
CustomerId_2885,-59,3,95500
CustomerId_2886,-84,18,109000
CustomerId_2887,-77,5,11200
CustomerId_2888,-85,5,32000
CustomerId_2889,-45,53,2430307
CustomerId_2890,-71,5,32000
CustomerId_2892,-90,1,5000
CustomerId_2893,-66,3,53343
CustomerId_2894,-52,14,391000
CustomerId_2895,-88,27,79115
CustomerId_2896,-45,2,32000
CustomerId_2898,-31,2,1050
CustomerId_2900,-8,1,2000
CustomerId_2901,-29,2,160000
CustomerId_2902,-74,16,64420
CustomerId_2904,-71,6,39000
CustomerId_2906,-15,1,1000
CustomerId_2907,-63,20,56335
CustomerId_2908,-26,29,65359
CustomerId_2909,-53,1,500
CustomerId_2910,-81,7,6295
CustomerId_2911,-74,73,60272
CustomerId_2912,-83,1,5000
CustomerId_2913,-90,25,58050
CustomerId_2914,-58,10,152257
CustomerId_2915,-65,10,155862
CustomerId_2917,-71,36,299634
CustomerId_2918,-68,5,8260
CustomerId_2919,-85,5,32000
CustomerId_2920,-47,3,1510
CustomerId_2921,-83,23,99800
CustomerId_2922,-78,5,32000
CustomerId_2923,-74,30,51540
CustomerId_2924,-6,1,500
CustomerId_2925,-5,1,5000
CustomerId_2926,-83,25,51336
CustomerId_2927,-7,1,5750
CustomerId_2928,-15,1,10000
CustomerId_2930,-85,5,32000
CustomerId_2931,-48,4,2010
CustomerId_2932,-89,30,54860
CustomerId_2933,-29,15,1456000
CustomerId_2934,-78,13,76700
CustomerId_2935,-82,9,21700
CustomerId_2936,-88,18,35120
CustomerId_2937,-58,7,5100
CustomerId_2938,-46,6,84656
CustomerId_2939,-86,39,616948
CustomerId_2940,-77,12,36950
CustomerId_2941,-62,27,316800
CustomerId_2943,-89,26,86422
CustomerId_2944,-63,1,1000
CustomerId_2945,-18,12,47430
CustomerId_2946,-43,6,21200
CustomerId_2947,-54,1,10000
CustomerId_2948,-83,1,2000
CustomerId_2949,-17,3,15000
CustomerId_2950,-69,13,80855
CustomerId_2953,-74,22,30955
CustomerId_2954,-89,3,120000
CustomerId_2955,-86,7,8150
CustomerId_2956,-4,24,79560
CustomerId_2957,-88,24,318885
CustomerId_2959,-85,22,65576
CustomerId_2961,-89,41,34845
CustomerId_2962,-76,19,114412
CustomerId_2963,-90,143,682922
CustomerId_2965,-44,8,99000
CustomerId_2966,-89,1,9000
CustomerId_2968,-57,6,42000
CustomerId_2969,-78,4,6125
CustomerId_2970,-80,24,49000
CustomerId_2971,-78,5,32000
CustomerId_2972,-40,9,4675
CustomerId_2973,-88,60,131790
CustomerId_2974,-18,2,3150
CustomerId_2975,-90,43,39990
CustomerId_2977,-89,97,145209
CustomerId_2979,-30,3,86000
CustomerId_2980,-85,5,32000
CustomerId_2981,-86,84,335536
CustomerId_2982,-54,1,1000
CustomerId_2983,-52,1,1500
CustomerId_2984,-4,2,1020
CustomerId_2985,-82,3,3100
CustomerId_2986,-68,12,83492
CustomerId_2987,-81,45,220540
CustomerId_2988,-19,1,2000
CustomerId_2989,-65,1,2000
CustomerId_2991,-85,17,122000
CustomerId_2992,-57,7,32000
CustomerId_2993,-85,14,63225
CustomerId_2994,-89,22,42975
CustomerId_2995,-78,5,32000
CustomerId_2996,-89,19,66654
CustomerId_2997,-49,13,13200
CustomerId_3,-6,1,10000
CustomerId_3000,-84,69,99500
CustomerId_3001,-51,4,2500
CustomerId_3002,-90,34,47105
CustomerId_3003,-76,15,42455
CustomerId_3004,-75,1,1000
CustomerId_3005,-35,7,3510
CustomerId_3007,-55,6,39040
CustomerId_3008,-71,74,396207
CustomerId_3009,-64,40,15100
CustomerId_3011,-89,39,370221
CustomerId_3012,-78,5,31000
CustomerId_3013,-90,50,89395
CustomerId_3014,-34,1,500
CustomerId_3015,-88,3,2020
CustomerId_3016,-81,1,120000
CustomerId_3020,-1,3,1010
CustomerId_3022,-85,106,1055803
CustomerId_3026,-15,4,7000
CustomerId_3027,-56,2,101000
CustomerId_3030,-90,137,833731
CustomerId_3031,-41,11,7575
CustomerId_3032,-49,1,500
CustomerId_3033,-65,8,9100
CustomerId_3034,-75,110,82920
CustomerId_3035,-84,66,164005
CustomerId_3036,-88,43,54075
CustomerId_3037,-37,1,50000
CustomerId_3038,-85,3,3000
CustomerId_3040,-8,4,29000
CustomerId_3041,-85,90,508681
CustomerId_3042,-1,1,5000
CustomerId_3043,-52,13,15190
CustomerId_3044,-87,14,19595
CustomerId_3045,-28,2,160000
CustomerId_3046,-85,6,32000
CustomerId_3047,-43,5,31000
CustomerId_3048,-82,77,172481
CustomerId_3049,-30,5,326000
CustomerId_3050,-39,1,20000
CustomerId_3051,-85,13,92000
CustomerId_3052,-28,12,11080
CustomerId_3053,-88,1,100000
CustomerId_3054,-65,19,22420
CustomerId_3057,-55,8,6500
CustomerId_3058,-8,28,80220
CustomerId_3061,-90,14,112000
CustomerId_3062,-37,1,500
CustomerId_3063,-30,10,341000
CustomerId_3064,-90,23,172000
CustomerId_3066,-89,612,1171282
CustomerId_3067,-74,1,2000
CustomerId_3068,-35,18,40225
CustomerId_3069,-17,1,1000
CustomerId_3072,-78,4,22000
CustomerId_3073,-27,11,12170
CustomerId_3074,-89,22,172000
CustomerId_3075,-85,46,5550612
CustomerId_3076,-89,4,3020
CustomerId_3077,-85,20,152000
CustomerId_3078,-90,573,2541260
CustomerId_3079,-74,8,10120
CustomerId_3081,-63,2,22000
CustomerId_3083,-40,27,28600
CustomerId_3084,-90,14,102000
CustomerId_3085,-78,13,92000
CustomerId_3087,-2,2,1800
CustomerId_3088,-86,90,1211891
CustomerId_3089,-21,18,295513
CustomerId_3090,-55,4,2006200
CustomerId_3091,-90,179,337075
CustomerId_3092,-88,82,317114
CustomerId_3093,-71,5,32000
CustomerId_3096,-80,3,4000
CustomerId_3097,-79,52,118024
CustomerId_3098,-46,1,50000
CustomerId_3102,-65,197,1729120
CustomerId_3103,-83,77,1974489
CustomerId_3104,-88,17,66600
CustomerId_3105,-89,199,165365
CustomerId_3107,-2,1,11200
CustomerId_3109,-78,5,32000
CustomerId_3110,-90,20,153000
CustomerId_3111,-89,112,618600
CustomerId_3112,-46,26,48700
CustomerId_3113,-68,13,142917
CustomerId_3115,-6,6,3075
CustomerId_3116,-77,34,22740
CustomerId_3117,-44,1,1000
CustomerId_3118,-53,1,500
CustomerId_3120,-89,53,131342
CustomerId_3121,-88,75,124130
CustomerId_3123,-88,57,47691
CustomerId_3124,-90,89,206816
CustomerId_3125,-9,11,16220
CustomerId_3126,-39,12,88940
CustomerId_3127,-71,6,45000
CustomerId_3128,-14,1,20000
CustomerId_3130,-89,2,5200
CustomerId_3133,-63,5,151840
CustomerId_3135,-78,11,90400
CustomerId_3137,-78,9,62000
CustomerId_3138,-68,1,500
CustomerId_3140,-48,54,52615
CustomerId_3141,-29,5,4070
CustomerId_3143,-86,7,10080
CustomerId_3145,-15,1,500
CustomerId_3147,-71,6,32000
CustomerId_3148,-20,1,5000
CustomerId_3149,-65,1,1000
CustomerId_3150,-86,58,50550
CustomerId_3151,-67,3,2020
CustomerId_3152,-75,1,1500
CustomerId_3153,-69,30,36915
CustomerId_3156,-67,23,108193
CustomerId_3158,-38,1,1000
CustomerId_3159,-58,8,23420
CustomerId_3160,-37,2,40000
CustomerId_3162,-90,7,14180
CustomerId_3163,-87,44,121886
CustomerId_3164,-90,25,177400
CustomerId_3165,-77,19,124948
CustomerId_3166,-2,1,1000
CustomerId_3167,-84,9,34430
CustomerId_3168,-37,7,10530
CustomerId_3169,-15,4,22500
CustomerId_3170,-44,1,1000
CustomerId_3171,-13,3,63640
CustomerId_3172,-87,20,142400
CustomerId_3174,-16,12,254392
CustomerId_3175,-26,7,24600
CustomerId_3177,-78,5,32000
CustomerId_3178,-30,5,326000
CustomerId_3179,-85,5,32000
CustomerId_3180,-87,81,334389
CustomerId_3181,-66,18,63440
CustomerId_3183,-88,9,62000
CustomerId_3184,-85,6,42000
CustomerId_3187,-89,70,104330
CustomerId_3188,-7,1,7000
CustomerId_3189,-79,2,18000
CustomerId_319,-67,1,62000
CustomerId_3190,-90,34,262400
CustomerId_3191,-85,5,32000
CustomerId_3192,-85,17,117000
CustomerId_3193,-8,9,62156
CustomerId_3194,-28,1,10000
CustomerId_3196,-30,11,5740
CustomerId_3197,-29,1,80000
CustomerId_3198,-77,32,364751
CustomerId_320,-64,2,40000
CustomerId_3200,-63,44,292538
CustomerId_3201,-50,2,43600
CustomerId_3202,-89,1,1000
CustomerId_3203,-30,4,91000
CustomerId_3204,-89,426,761603
CustomerId_3205,-81,30,33590
CustomerId_3206,-30,5,171000
CustomerId_3208,-89,20,187050
CustomerId_3209,-81,93,84749
CustomerId_321,-12,1,200000
CustomerId_3210,-22,12,105000
CustomerId_3211,-43,6,41000
CustomerId_3212,-84,5,4050
CustomerId_3213,-85,59,193958
CustomerId_3214,-76,1,500
CustomerId_3215,-85,4,22000
CustomerId_3217,-60,10,28120
CustomerId_3218,-32,130,310845
CustomerId_3219,-8,8,61400
CustomerId_322,-25,1,500
CustomerId_3220,-42,7,24220
CustomerId_3221,-88,30,28945
CustomerId_3222,-64,15,95049
CustomerId_3223,-83,45,85250
CustomerId_3224,-64,44,169352
CustomerId_3225,-85,291,881940
CustomerId_3226,-89,5,21400
CustomerId_3229,-82,10,24540
CustomerId_323,-56,9,757410
CustomerId_3230,-66,16,24975
CustomerId_3231,-43,1,5000
CustomerId_3232,-63,13,65395
CustomerId_3233,-89,141,714501
CustomerId_3234,-54,3,3000
CustomerId_3235,-89,164,154397
CustomerId_3236,-4,1,500
CustomerId_3237,-73,2,10000
CustomerId_3238,-87,74,113303
CustomerId_324,-22,1,1000
CustomerId_3240,-85,4,3050
CustomerId_3241,-88,39,123435
CustomerId_3242,-43,5,31000
CustomerId_3243,-89,47,118072
CustomerId_3245,-85,25,142000
CustomerId_3246,-78,12,18426
CustomerId_3247,-55,10,8100
CustomerId_3248,-82,1,1000
CustomerId_3249,-78,5,32000
CustomerId_3250,-85,35,28850
